N,P,K,temperature,humidity,ph,rainfall,label
99.0,5.0,47.0,24.328743123242045,84.81350263880479,6.549787126737733,51.05210603113179,watermelon
98.0,8.0,51.0,26.188841019492134,86.5907864535145,6.2470551690434135,49.298080181600405,watermelon
108.0,22.0,46.0,26.20800298388423,86.80651353671287,6.235455612734102,53.494434775110584,watermelon
119.0,7.0,55.0,26.0080446158361,84.73805443207867,6.048089222294282,44.40322380714632,watermelon
117.0,27.0,48.0,26.520284088269023,82.49750613799036,6.780119302531951,54.2076357930727,watermelon
109.0,10.0,53.0,26.84548797963045,87.8663823526491,6.518617095315815,46.120459110742196,watermelon
80.0,16.0,46.0,25.421067383788248,81.3495665665315,7.04175317359623,48.582588500441624,watermelon
100.0,18.0,52.0,26.18300614042464,80.26353970761828,6.88847896755298,56.28165185906497,watermelon
91.0,7.0,53.0,25.079729632371883,89.219853754463,6.44007261816058,43.41787934409154,watermelon
86.0,6.0,53.0,25.89429122014133,83.3638158944844,6.7397246883338155,42.01520156314831,watermelon
107.0,5.0,52.0,26.363087287105454,90.06467313501254,6.923862039151102,57.51870386123035,watermelon
103.0,16.0,49.0,24.182738052461712,81.67147278633034,6.902367503031409,51.68261320435246,watermelon
101.0,20.0,48.0,24.62423773469645,82.69665220016792,6.093263433169725,57.21513239317126,watermelon
85.0,25.0,47.0,26.063993671526973,87.65149807109563,6.370883383778646,58.26278449483036,watermelon
84.0,7.0,51.0,26.718119998115935,87.62482202984313,6.377251264245247,55.796154755579096,watermelon
102.0,28.0,54.0,25.14582795064976,80.44267829861552,6.761479424868894,55.407762191985036,watermelon
98.0,25.0,52.0,25.185476626559193,82.99379731256109,6.32008145212158,49.37443245575953,watermelon
97.0,25.0,50.0,26.206032350662586,80.88771484374764,6.182146693991725,49.179412617272426,watermelon
90.0,16.0,45.0,24.911791478137705,80.54561257583877,6.261961687280832,50.48949186585704,watermelon
95.0,12.0,46.0,26.22072129394232,80.88850644958124,6.326976647256754,54.61369125165343,watermelon
82.0,23.0,49.0,26.98208990470489,87.08398851000165,7.025538175732281,51.41520944643883,watermelon
82.0,25.0,51.0,24.276170653636193,87.49341238125753,6.007141196618971,48.174601147515716,watermelon
110.0,28.0,46.0,24.424909786304024,87.96784671473456,6.481356401247595,51.2429821247065,watermelon
118.0,21.0,51.0,24.552308136764427,86.18287199990021,6.4206474015371535,48.62268591313762,watermelon
120.0,20.0,45.0,25.655570462656318,88.72691933058331,6.109399732823456,54.301863603176734,watermelon
91.0,7.0,52.0,25.095963762988,83.52211507953615,6.3701951050524945,56.280265366720165,watermelon
81.0,6.0,55.0,24.85654091447252,85.77677298472805,6.251469347400576,51.52760205808807,watermelon
101.0,13.0,54.0,25.607187558913573,83.08165613481816,6.651772226847523,56.197869433732436,watermelon
101.0,17.0,55.0,24.451152267302874,87.19918567913314,6.362295168252701,44.39013010354042,watermelon
111.0,6.0,53.0,26.523706648766172,88.60895522683657,6.1653179015571,45.97494067283145,watermelon
107.0,10.0,49.0,25.81402341227148,89.04697306962082,6.793082827508979,45.2671514491557,watermelon
115.0,11.0,46.0,24.37523035887695,89.3173853000183,6.653745496225093,40.41073955160517,watermelon
84.0,25.0,52.0,24.38875946063425,81.31985312987388,6.219328320629323,44.16463935050977,watermelon
120.0,7.0,47.0,24.218545100842295,83.10947933277862,6.591059839161726,54.68700088170554,watermelon
91.0,12.0,46.0,24.63788623924597,85.54484903200252,6.246248033915075,48.23713806310122,watermelon
89.0,22.0,52.0,24.848538238989324,86.15608012160307,6.217738429483407,53.09070650135123,watermelon
113.0,19.0,46.0,25.4142791826554,80.92687749503771,6.168400259753086,49.42397393201171,watermelon
97.0,22.0,50.0,26.304159806901932,86.04075106619237,6.830312398092989,58.75791775058114,watermelon
117.0,30.0,50.0,24.774114937371426,87.28633334013304,6.96768918866304,46.538820937987246,watermelon
90.0,14.0,52.0,24.894698249479628,89.09608985056177,6.396653230002874,59.56450164824051,watermelon
104.0,23.0,47.0,26.998572593799082,86.48416859105758,6.769947798123079,43.211617549636195,watermelon
81.0,16.0,45.0,26.85795380629757,86.22167948880879,6.7345116862787995,59.80669513279606,watermelon
88.0,5.0,47.0,25.78048093577218,86.70576399849766,6.7066521975895155,41.17967590038908,watermelon
92.0,7.0,45.0,26.556245828724794,81.12795973981235,6.870313008957005,51.618402895656345,watermelon
81.0,18.0,50.0,26.527456904953052,80.92592468754573,6.473338440987104,47.78669562075186,watermelon
111.0,5.0,55.0,26.320473193958573,84.37693683421455,6.294972765483533,50.929003099627124,watermelon
108.0,23.0,51.0,26.892866297426707,83.78909497214744,6.229983206602777,40.16811253366638,watermelon
113.0,30.0,50.0,26.11485792515934,83.97074421730626,6.1799364882751355,43.98271674545994,watermelon
83.0,10.0,53.0,24.84762960414404,84.92581496662658,6.220197531052902,48.949657060141455,watermelon
101.0,11.0,51.0,25.637185274384343,84.15191093482998,6.968677611771041,44.04140725083469,watermelon
114.0,21.0,55.0,25.37106079770368,87.95994155889966,6.489677721027451,57.43561008478015,watermelon
99.0,6.0,45.0,26.202952191113962,86.5476648745223,6.01337992609507,40.6287166396642,watermelon
92.0,20.0,55.0,25.01357564635596,87.64564584846235,6.680282737070413,59.08024866527242,watermelon
92.0,7.0,48.0,26.274246141636635,86.58423278360524,6.891119548798441,54.35884864994001,watermelon
91.0,24.0,55.0,26.267575198641325,82.9434535294002,6.179288534157706,46.75205563806873,watermelon
110.0,21.0,54.0,26.664907893985532,87.85615722109193,6.936227725793006,47.48236542639501,watermelon
112.0,25.0,51.0,25.050060599221784,85.56372961492553,6.987690785440408,56.7948585106265,watermelon
89.0,25.0,54.0,24.81581512564902,85.54257200644366,6.2933139926547215,48.88592428081183,watermelon
100.0,10.0,53.0,24.709257315999654,84.44584986207296,6.333410099804853,42.084056717536285,watermelon
83.0,22.0,54.0,25.828393183802792,82.02314815228948,6.444147752923371,54.427228413466025,watermelon
95.0,14.0,50.0,26.58631578647156,84.04129398659963,6.5661463060166705,56.3072405878208,watermelon
119.0,30.0,49.0,25.35456253356695,80.4599138798401,6.97112131353148,48.01908384849265,watermelon
97.0,12.0,47.0,25.235757756312072,89.54781297006097,6.736207702029182,58.266147349744095,watermelon
110.0,7.0,45.0,26.571617298711583,84.4524809188324,6.236404091748967,48.38148504186069,watermelon
96.0,18.0,50.0,25.35315001176844,84.27909052762477,6.8287447961474745,41.321261852526824,watermelon
83.0,23.0,55.0,26.953858577879927,83.8983963613795,6.311710357338029,43.884076198108744,watermelon
120.0,24.0,47.0,27.06286463890705,89.2527659973233,6.3320939654233435,58.63595332554746,watermelon
119.0,25.0,51.0,26.399702742675405,80.93768481057836,6.247452166796537,53.752205129448896,watermelon
119.0,19.0,55.0,25.202531292711043,83.55234661660644,6.853333615701875,46.89432294443468,watermelon
105.0,30.0,50.0,25.165093153662145,81.88350571477051,6.334185184479149,57.07231810353657,watermelon
114.0,8.0,50.0,24.74037688734173,88.47153276439461,6.787470997514529,57.983934312377194,watermelon
93.0,22.0,52.0,26.593576488794913,81.30675563712538,6.97261510751784,41.83617585893277,watermelon
80.0,26.0,55.0,24.533516492889632,89.0752840510752,6.153371182999839,49.166817476988086,watermelon
85.0,27.0,45.0,25.88683061708418,88.75637462461242,6.431643320402487,57.79775003872767,watermelon
85.0,22.0,53.0,26.08073382049241,89.79719905128194,6.71724817070238,59.5237003310575,watermelon
82.0,22.0,45.0,26.21623943276735,85.49989532137805,6.6992551889950205,54.647199890197555,watermelon
118.0,13.0,54.0,24.272883537097083,90.0089086301058,5.875624734813167,44.0189045730825,watermelon
83.0,25.0,53.0,26.593404836172148,80.03594800575631,6.181518756015559,57.71344640413561,watermelon
86.0,15.0,47.0,24.367186767078298,84.17167752981771,6.532219839346796,53.643174471638616,watermelon
101.0,10.0,47.0,25.51850690058779,83.55229024431317,6.89350001990771,57.61813704771702,watermelon
119.0,9.0,50.0,26.674274920478393,83.8153645444734,6.266989148181872,40.75288160090273,watermelon
104.0,17.0,46.0,25.72237583604374,80.16146876252108,6.133469862647623,42.979369020451536,watermelon
95.0,12.0,51.0,25.82288853968003,84.08033826639581,6.864271783181237,44.22029945372325,watermelon
102.0,14.0,52.0,26.87840334331712,89.51064767383288,6.411307165595706,57.8108338097562,watermelon
109.0,21.0,55.0,24.779052476424166,89.70529766419648,6.730749872842998,57.50961554502226,watermelon
81.0,18.0,50.0,26.801043318436847,88.2298130598373,6.480676578611006,58.8911145366813,watermelon
103.0,17.0,51.0,25.09185759648863,79.98727958542011,6.1733692100902875,44.21744518091442,watermelon
105.0,14.0,50.0,26.251404167827967,87.73476561407689,6.36629113402369,59.742867019385976,watermelon
97.0,8.0,52.0,24.934708512413568,86.91933606126905,6.158696589549115,49.662477656381675,watermelon
120.0,19.0,49.0,25.830120802080287,84.36429435189004,6.82876108215702,56.30650609991433,watermelon
95.0,16.0,55.0,25.223142828915723,87.61068203085446,6.725951199037508,40.169040748572215,watermelon
83.0,29.0,52.0,25.811817557177022,87.63630748988462,6.498441364436685,45.99107620842223,watermelon
83.0,9.0,45.0,25.792283627567546,88.94309893310101,6.016323751030724,46.89389066667924,watermelon
91.0,21.0,50.0,24.224955069296456,81.49851922027098,6.709084216664382,48.42469988689291,watermelon
116.0,5.0,54.0,25.382127299396778,80.86042139774105,6.674078556492013,57.086942014012635,watermelon
112.0,28.0,54.0,24.80284651845589,85.028237036085,6.814808179572423,55.275768326207874,watermelon
88.0,29.0,51.0,24.733162794932277,88.89139881865935,6.003304800967046,48.58116953255929,watermelon
118.0,15.0,45.0,24.00837467200649,84.266424468239,6.575736342569742,47.95255817979915,watermelon
92.0,21.0,48.0,25.87121686912166,82.00921404471785,6.400369950253969,54.71879620909954,watermelon
106.0,14.0,45.0,24.461434217411718,84.25560371004086,6.376754424146249,57.26751922752818,watermelon
99.0,5.0,47.0,24.195513467171967,84.90183238815825,6.829324039964454,51.029905561720554,watermelon
98.0,8.0,51.0,26.237338189420328,86.19643138527016,6.259508434285296,49.472251257573575,watermelon
108.0,22.0,46.0,26.258565328307967,86.69619103000477,6.0000264054124255,53.35516333660383,watermelon
119.0,7.0,55.0,26.076024715199484,84.50045036252024,6.158865975035665,44.34122833328825,watermelon
117.0,27.0,48.0,26.406184567717453,82.2725401945519,6.900805623262986,54.32899784289373,watermelon
109.0,10.0,53.0,26.87318568379704,87.77536963927179,6.544906559436616,46.07784994086083,watermelon
80.0,16.0,46.0,25.503220910970313,81.29993503758172,7.117726432368103,48.55543306428521,watermelon
100.0,18.0,52.0,26.292393412206955,80.31267191696023,6.64205460112424,56.456680105945246,watermelon
91.0,7.0,53.0,25.092527424278668,89.00548699009913,6.502355160817197,43.52919428243164,watermelon
86.0,6.0,53.0,25.83109517135322,83.46949544382974,6.899178117459118,42.08100907713777,watermelon
107.0,5.0,52.0,26.632193882556976,89.94437891765872,6.87964138342463,57.54749961648073,watermelon
103.0,16.0,49.0,24.017201383855504,81.62796334528066,6.863604967046252,51.627141829170405,watermelon
101.0,20.0,48.0,24.62737854990239,82.81457511699206,6.514746801927015,57.1341531129288,watermelon
85.0,25.0,47.0,26.123023496545965,87.52849705021103,6.5328637864898615,58.43860827616775,watermelon
84.0,7.0,51.0,26.805707530743216,87.71859969953239,6.512269743428303,55.77520328399411,watermelon
102.0,28.0,54.0,25.25615647915206,80.26496248967419,6.973114282390897,55.34736556836997,watermelon
98.0,25.0,52.0,25.23495131345778,83.28372975600352,6.08401023742397,49.17462131202314,watermelon
97.0,25.0,50.0,26.18256051913377,81.01305604156691,6.12996977366141,49.01532729368643,watermelon
90.0,16.0,45.0,25.012430743386908,80.72049978233943,6.212784221471797,50.72115992897609,watermelon
95.0,12.0,46.0,26.389396626908788,81.10090831792377,6.282705883224074,54.61833618546005,watermelon
82.0,23.0,49.0,26.798551998460248,87.30591240862528,6.780432102731868,51.7249432514737,watermelon
82.0,25.0,51.0,24.467101793401564,87.35224739634116,6.0832661742061065,48.09597031484075,watermelon
110.0,28.0,46.0,24.185099145154897,88.16483097110806,6.571065393247443,51.02115305154379,watermelon
118.0,21.0,51.0,24.42783312587706,86.26492366677556,6.6637596215261325,48.574064058237965,watermelon
120.0,20.0,45.0,25.856979970640214,88.88242482496825,6.048786422054235,54.15428423013491,watermelon
91.0,7.0,52.0,25.027242471418695,83.44458018687132,6.285653376301215,56.374267398733636,watermelon
81.0,6.0,55.0,24.94703424894653,85.94786856573391,6.15113042924532,51.73834812393043,watermelon
101.0,13.0,54.0,25.51044414211924,82.75565901843413,6.790726019766172,56.31738830916371,watermelon
101.0,17.0,55.0,24.188685044670724,87.13399515422023,6.5681889656824834,44.75855681495997,watermelon
111.0,6.0,53.0,26.44092497877783,88.49039721118052,6.242719239463229,46.13918276117244,watermelon
107.0,10.0,49.0,25.80903195789296,89.06500661164408,6.635068035916417,45.158883995301025,watermelon
115.0,11.0,46.0,24.432487696375762,89.21973360796076,6.628993439506112,40.150810572439326,watermelon
84.0,25.0,52.0,24.54481481881068,81.25135050110903,6.148251688629483,44.362044947742966,watermelon
120.0,7.0,47.0,24.168402231749265,82.98793310075837,6.769229978745307,54.770725295907376,watermelon
91.0,12.0,46.0,24.78130273885893,85.56052513879195,6.255518027664714,48.34390990620626,watermelon
89.0,22.0,52.0,24.921659501268763,86.09068260751702,6.166609968466029,53.25594927817549,watermelon
113.0,19.0,46.0,25.710816683375484,81.2579888004324,6.353203134050008,49.522048399411155,watermelon
97.0,22.0,50.0,26.391903673569008,86.26089159375329,6.915078291554941,59.073676727239544,watermelon
117.0,30.0,50.0,24.856801648899634,87.41798725243395,6.564672145715934,46.566025424135134,watermelon
90.0,14.0,52.0,24.92251742997574,89.25215221209281,6.277743987451231,59.67277792821819,watermelon
104.0,23.0,47.0,26.906419441719034,86.81148848208345,6.812885440298849,43.1237735685361,watermelon
81.0,16.0,45.0,26.81597943694297,86.24694276887254,6.847553588075441,59.67590983271497,watermelon
88.0,5.0,47.0,25.80721205199456,86.76941677867555,6.559343867024996,41.09574372980614,watermelon
92.0,7.0,45.0,26.578049513368434,80.98373545760724,6.985047138367993,51.49510581834409,watermelon
81.0,18.0,50.0,26.167489976606518,81.02699901188302,6.493336831138812,47.77266097526126,watermelon
111.0,5.0,55.0,26.367232029552532,84.42261772737149,6.674306525587759,50.871248924298456,watermelon
108.0,23.0,51.0,26.906224207222603,83.97578136436277,6.039081909399458,40.3468286184588,watermelon
113.0,30.0,50.0,26.06246708330745,83.90405613857487,6.288463670179193,43.85582258113166,watermelon
83.0,10.0,53.0,25.18919672788452,84.84351040780575,6.213933872492771,48.62793585954036,watermelon
101.0,11.0,51.0,25.41312686212016,84.19732572371966,6.974547897648318,44.13295676604975,watermelon
114.0,21.0,55.0,25.36889838228486,87.92203661975014,6.531372129341196,57.756863717290265,watermelon
99.0,6.0,45.0,26.11765984007475,86.60209655888391,6.064876496632639,40.692728361872504,watermelon
92.0,20.0,55.0,25.34718735548681,87.56345687252455,6.616401102260154,59.17539486621057,watermelon
92.0,7.0,48.0,26.483490677262164,86.67328524858621,6.876280024544695,54.16228274387067,watermelon
91.0,24.0,55.0,26.22701400272345,83.15350659080165,6.050130831471575,46.80588784289859,watermelon
110.0,21.0,54.0,26.529005916726064,87.7921143434725,6.725319082886967,47.37469112835492,watermelon
112.0,25.0,51.0,25.014773676485937,85.69634665065597,6.826480497068878,56.60614298244501,watermelon
89.0,25.0,54.0,24.800500671470886,85.70485717672601,6.428040734295267,49.00679788477826,watermelon
100.0,10.0,53.0,24.450557387561453,84.55606778774292,6.162664003806901,42.011066326884446,watermelon
83.0,22.0,54.0,25.7907228699094,81.90957514692818,6.2524291530084986,54.79696600411653,watermelon
95.0,14.0,50.0,26.76484456767663,84.41454280223041,6.658555470083508,56.35282354444749,watermelon
119.0,30.0,49.0,25.477564164852883,80.37121544194024,7.028824350935916,47.96470924301135,watermelon
97.0,12.0,47.0,25.149203637367826,89.52606638180184,6.979919160840467,58.51110020248404,watermelon
110.0,7.0,45.0,26.9017247269967,84.70410534074297,6.072694030488303,48.193357319514206,watermelon
96.0,18.0,50.0,25.4510378013747,84.2256022055752,6.942223639732847,41.32177698535499,watermelon
83.0,23.0,55.0,27.06505042039849,83.79436098926534,6.42446179651419,44.00783435503763,watermelon
120.0,24.0,47.0,26.881546312327234,89.41941481331025,6.181712984631066,58.525486382333796,watermelon
119.0,25.0,51.0,26.327417772424695,80.96199096170785,6.316130688389873,53.71433664029527,watermelon
119.0,19.0,55.0,25.13170816576817,83.57901365825204,6.8613469599995165,47.01262634751428,watermelon
105.0,30.0,50.0,25.300847062234308,81.75312849596132,6.392453129903831,57.088467402789156,watermelon
114.0,8.0,50.0,24.936269481813678,88.2109200625967,6.515073998312932,57.915534424127436,watermelon
